"hitness","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","time_signature","sentiment","scaled_duration","scaled_tempo","scaled_popularity"
FALSE,0.637,0.416,"2",-7.595,"1",0.0269,0.434,0,0.139,0.588,4,0.9903,0.329376152039428,0.682726902688819,0.0364005944842502
FALSE,0.461,0.395,"2",-8.479,"1",0.0384,0.849,0,0.104,0.191,4,0.9531,0.248924763200974,0.824457159967624,0.0364005944842502
TRUE,0.68,0.849,"1",-6.475,"0",0.0376,0.0862,0.00013,0.174,0.536,4,0.9825,0.353720588043047,0.523863439647791,0.0869182622708758
TRUE,0.56,0.869,"3",-3.804,"1",0.0387,0.024,2.94e-06,0.136,0.519,4,0.9951,0.402932371563491,0.636300687293262,0.081811943273403
TRUE,0.552,0.788,"0",-4.112,"1",0.0525,0.38,0,0.15,0.641,4,0.9879,0.270326369410838,0.358047506982881,0.0509224722371614
FALSE,0.664,0.813,"9",-4.382,"1",0.0531,0.00111,0,0.0701,0.646,4,0.99,0.32081638107467,0.495786878266281,8.67438108290973e-06
TRUE,0.517,0.606,"2",-5.797,"1",0.0289,0.0202,0,0.324,0.296,4,0.9964,0.425649971748253,0.664035707434838,0.330123812332656
TRUE,0.789,0.716,"11",-4.241,"0",0.0432,0.129,1.07e-05,0.069,0.611,4,0.9985,0.342061113830574,0.589069744592654,0.123997386119834
TRUE,0.487,0.961,"4",-4.139,"1",0.132,0.0415,1.15e-06,0.553,0.323,4,-0.9868,0.336522609386552,0.795393404043287,0.0802447717577573
FALSE,0.625,0.804,"11",-3.586,"1",0.0553,0.000841,0,0.543,0.63,4,0.9994,0.314676528390464,0.594019753248151,0.0364005944842502
FALSE,0.572,0.654,"5",-6.272,"1",0.0436,0.0866,0,0.047,0.756,4,0.9899,0.280571077473698,0.692018695873901,0.0364005944842502
FALSE,0.658,0.748,"5",-6.323,"1",0.201,0.872,5.59e-06,0.609,0.571,4,-0.9417,0.487488615780598,0.710574210361332,0.055872772852657
FALSE,0.542,0.752,"11",-3.652,"0",0.0404,0.0148,0,0.324,0.249,4,0.9405,0.351299217230515,0.608167982146283,0.0173632194676243
FALSE,0.687,0.756,"9",-3.601,"0",0.0596,0.00335,0,0.0663,0.623,4,0.9941,0.261378772407121,0.608425307738015,0.0364005944842502
TRUE,0.719,0.616,"1",-3.951,"1",0.0395,0.00683,3.11e-05,0.0742,0.625,4,0.9882,0.291784624367967,0.584657780356232,0.0427744574174633
TRUE,0.498,0.916,"8",-3.728,"1",0.0662,0.052,1.31e-06,0.0734,0.352,4,0.9842,0.332997314268367,0.538254958196288,0.233897939159819
TRUE,0.444,0.866,"7",-6.217,"1",0.111,0.000622,4.72e-05,0.105,0.375,4,-0.9965,0.341519319401615,0.444321759919902,0.0304557519820961
TRUE,0.639,0.907,"7",-4.749,"0",0.189,0.0444,0,0.114,0.699,4,0.9989,0.311248552915014,0.565901084042538,0.0490362762616887
TRUE,0.719,0.798,"10",-4.582,"1",0.0361,0.0162,2.34e-06,0.134,0.591,4,0.9965,0.330801085912909,0.561489119806117,0.135547806441788
FALSE,0.9,0.841,"11",-6.352,"1",0.194,0.0595,0,0.108,0.551,4,-0.981,0.260158645542978,0.584989964301923,0.00274110442219948
FALSE,0.602,0.242,"0",-7.402,"1",0.0325,0.835,0,0.0859,0.462,4,0.9691,0.274663629906471,0.579450446109003,0.000156138859492375
TRUE,0.476,0.922,"7",-4.313,"1",0.0609,0.0123,0,0.253,0.591,4,-0.987,0.298136546721417,0.785619710204597,0.0105415416110061
TRUE,0.552,0.98,"9",-4.676,"0",0.254,0.00159,0.00552,0.438,0.668,4,0.9825,0.283882850390658,0.762437013713115,0.00747297930292674
FALSE,0.622,0.671,"6",-5.588,"1",0.0321,0.347,0,0.16,0.342,4,0.9947,0.378627153923361,0.571192633937971,0.0276062177963602
FALSE,0.692,0.858,"6",-4.354,"0",0.03,0.00217,4.85e-05,0.358,0.69,4,0.9765,0.23742070991048,0.589247533183305,0.0119793202754983
FALSE,0.569,0.797,"11",-7.674,"1",0.0599,0.124,1.14e-06,0.105,0.664,4,0.9956,0.308401590232013,0.767167125953859,0.140891466143891
FALSE,0.638,0.683,"10",-4.925,"1",0.0322,0.316,2.65e-06,0.396,0.651,4,0.9921,0.274489326068737,0.374123338495441,0.00885003729983866
FALSE,0.615,0.811,"6",-4.316,"1",0.144,0.0188,0,0.196,0.808,4,0.9974,0.241933726775829,0.785989323327267,0.025467982859423
FALSE,0.797,0.674,"0",-6.001,"1",0.0589,0.0883,0,0.0498,0.8,4,-0.8912,0.306154523257216,0.528897663951492,0.0146597040301175
FALSE,0.734,0.706,"0",-4.99,"1",0.0375,0.000597,0.000276,0.273,0.335,4,0.9771,0.31022161280436,0.561404904157914,0.0364005944842502
TRUE,0.531,0.752,"1",-6.161,"1",0.0305,0.0421,0,0.12,0.103,4,0.9976,0.345412105111024,0.420689913304669,0.0141652643083916
FALSE,0.653,0.604,"7",-4.922,"1",0.0799,0.00838,0,0.111,0.7,4,-0.9983,0.289111965522701,0.823441893542063,0.0364005944842502
FALSE,0.753,0.747,"2",-4.314,"0",0.0423,0.145,0,0.319,0.915,4,0.9955,0.289170066801946,0.561975699106846,0.0364005944842502
TRUE,0.527,0.796,"1",-5.111,"0",0.062,0.017,0,0.0798,0.534,4,0,0.348763096391475,0.729822164622878,0.018354990371437
FALSE,0.675,0.602,"11",-4.733,"0",0.116,0.00377,0,0.0458,0.933,4,0.9728,0.292017029484947,0.598576755545366,0.0396787876684999
FALSE,0.657,0.524,"8",-4.907,"1",0.061,0.0462,0,0.322,0.0383,4,-0.9977,0.400511000750959,0.655108848725303,0.130103788969657
FALSE,0.705,0.59,"1",-5.308,"1",0.0284,0.504,0,0.116,0.421,3,0.9972,0.286013714806966,0.526651913332741,0.147426889424773
TRUE,0.519,0.494,"5",-8.03,"1",0.0275,0.0287,3.34e-05,0.0892,0.482,4,-0.9489,0.358775399337355,0.648104913983073,0.12437544456203
FALSE,0.716,0.735,"5",-4.322,"0",0.027,0.276,0,0.692,0.923,4,0.9981,0.306291061263441,0.435025288087697,0.0364005944842502
FALSE,0.596,0.74,"0",-5.552,"1",0.0486,0.00724,0,0.357,0.527,4,-0.9308,0.266238944415959,0.416095481830474,0.0364005944842502
FALSE,0.439,0.858,"0",-2.834,"1",0.213,0.223,0,0.0504,0.557,4,0.7693,0.278634852342861,0.544168768158999,0.0364005944842502
FALSE,0.553,0.795,"8",-4.001,"1",0.0436,0.22,0,0.358,0.389,3,0.9997,0.409827540877881,0.546302231246813,0.0752398466369425
FALSE,0.674,0.619,"1",-5.239,"1",0.0295,0.187,0,0.0493,0.296,4,0.7906,0.262947506946734,0.551738819203039,0.140891466143891
FALSE,0.733,0.487,"0",-13.983,"1",0.0975,0.0982,0.00138,0.147,0.661,4,-0.6757,0.329814816697727,0.599096085375953,0.00960253985878108
FALSE,0.674,0.739,"2",-5.446,"1",0.0385,0.0716,2.4e-06,0.15,0.851,4,0.9885,0.321532479341364,0.596171930924454,0.0882835134713138
FALSE,0.619,0.888,"8",-5.198,"1",0.0719,0.011,0,0.101,0.442,4,0.9874,0.330461193429326,0.580287923943912,0.0364005944842502
FALSE,0.633,0.822,"10",-5.011,"0",0.0722,0.00846,0,0.141,0.633,4,-0.9976,0.314560325831974,0.575440845525108,0.0364005944842502
FALSE,0.834,0.434,"11",-6.137,"0",0.167,0.395,0,0.0833,0.761,4,0.9617,0.265290441032285,0.597598918296785,0.0364005944842502
FALSE,0.64,0.576,"0",-6.775,"1",0.0287,0.552,6.66e-06,0.18,0.537,4,0.9992,0.337296808932491,0.584578243355151,0.0364005944842502
FALSE,0.738,0.763,"7",-6.002,"0",0.0615,0.211,0,0.0697,0.483,4,-0.3084,0.220765978214925,0.505644787753173,0.0364005944842502
FALSE,0.496,0.711,"2",-5.774,"1",0.0451,0.0203,0,0.172,0.423,4,0.9933,0.366289347275704,0.421396389020151,0.0364005944842502
FALSE,0.846,0.77,"9",-4.768,"0",0.0692,0.163,0,0.205,0.896,4,0.9989,0.343417778700943,0.595886533449988,0.0364005944842502
FALSE,0.55,0.674,"4",-5.248,"1",0.0277,0.0881,0,0.0873,0.248,4,-0.8956,0.315799335611872,0.505466999162522,0.0364005944842502
TRUE,0.57,0.58,"1",-5.547,"1",0.21,0.0124,0,0.0498,0.404,4,-0.9549,0.393094372455346,0.80384771939346,0.402427670119071
FALSE,0.612,0.369,"2",-6.767,"1",0.0253,0.621,0,0.103,0.309,4,-0.7324,0.287678316457333,0.388346425747531,0.0097638833469232
TRUE,0.623,0.772,"2",-8.48,"1",0.033,0.0172,0,0.0682,0.848,4,0.9981,0.320119165723731,0.627027608696669,0.0654520605510352
FALSE,0.646,0.875,"2",-4.483,"0",0.0295,0.0262,0.00366,0.203,0.655,4,0.9943,0.215013951569679,0.61300102462372,0.0364005944842502
FALSE,0.445,0.928,"10",-3.532,"0",0.304,0.0746,0,0.343,0.37,3,-0.9978,0.373242617869339,0.503310142839097,0.0173632194676243
TRUE,0.846,0.774,"1",-5.131,"1",0.0509,0.00752,0,0.207,0.375,4,0.9974,0.293411460186825,0.561493798453239,0.0741717411796002
FALSE,0.926,0.69,"1",-4.327,"0",0.175,0.078,0,0.228,0.387,4,-0.9991,0.347871241755065,0.603320903727478,0.00316614909526205
TRUE,0.531,0.549,"8",-7.895,"1",0.0378,0.363,0,0.118,0.681,4,0.9967,0.290796902620803,0.803702681332666,0.00484897902534654
TRUE,0.76,0.87,"1",-5.66,"1",0.0728,0.000213,0.903,0.327,0.447,4,0.9845,0.362303599519502,0.692439774114917,0.0142867056435523
TRUE,0.435,0.837,"3",-8.126,"1",0.449,0.00676,0,0.117,0.778,4,0.9975,0.315044018981688,0.584423848000112,0.0164177119295872
TRUE,0.517,0.762,"2",-6.224,"1",0.0361,0.0734,0,0.116,0.382,4,-0.9942,0.326354885518692,0.692528668410243,0.0866570670182683
TRUE,0.482,0.829,"5",-5.576,"1",0.0437,0.00034,0,0.378,0.739,4,0.9899,0.308382707316258,0.692392987643693,0.0325831439426797
TRUE,0.698,0.879,"4",-3.928,"0",0.0306,0.00236,0.119,0.129,0.645,4,0.9903,0.28587717680074,0.561521870335974,0.0428716827721008
FALSE,0.462,0.778,"9",-4.365,"0",0.0313,0.0226,0,0.108,0.219,4,0.9623,0.371867070083216,0.360274543013142,0.0067746916257525
FALSE,0.761,0.871,"1",-4.088,"1",0.324,0.0459,0,0.0658,0.828,4,0.9437,0.23095258499854,0.627645190116826,0.093617173539668
TRUE,0.61,0.761,"9",-6.022,"1",0.0627,0.339,1.88e-05,0.0839,0.433,4,-0.9197,0.372738589271889,0.561517191688851,0.0373147090240826
FALSE,0.436,0.893,"9",-4.18,"0",0.0556,0.000362,0,0.103,0.0794,4,0.666,0.329259949480938,0.580680930302194,0.106582120365712
TRUE,0.381,0.683,"1",-4.724,"1",0.162,0.0869,0.00164,0.168,0.168,3,-0.9981,0.342467822785288,0.7590917810206,0.0941411302525789
TRUE,0.546,0.916,"8",-3.932,"1",0.255,0.00144,4.34e-06,0.251,0.375,4,0.9918,0.306270725815706,0.608144588910671,0.0396787876684999
FALSE,0.663,0.71,"8",-2.945,"0",0.124,0.000528,0,0.156,0.541,4,-0.9989,0.378162343689402,0.692612884058446,0.104650211778818
FALSE,0.727,0.812,"3",-4.148,"1",0.0405,0.543,0,0.0796,0.812,4,-0.8436,0.314637310026974,0.60266121448322,0.00642771638243611
TRUE,0.345,0.841,"3",-4.348,"0",0.367,0.0435,0,0.578,0.461,4,-0.9934,0.395011714670428,0.338504797952624,0.402427670119071
TRUE,0.646,0.941,"10",-2.908,"0",0.0904,0.0218,0,0.0515,0.699,4,0.9994,0.336696913224287,0.603545478789353,0.0472605065342873
TRUE,0.501,0.809,"7",-5.264,"1",0.0938,0.0338,0.00602,0.119,0.258,4,0.9765,0.367227682935509,0.701628637063307,0.0724694971585206
TRUE,0.451,0.586,"11",-7.975,"0",0.193,0.0665,0,0.171,0.337,4,0.9963,0.320098830275996,0.803988078807132,0.0591901212292948
TRUE,0.77,0.641,"10",-6.077,"0",0.035,0.0206,0.00023,0.106,0.639,4,-0.7454,0.277917301544187,0.453735197930167,0.126277784524519
FALSE,0.336,0.951,"5",-3.587,"0",0.0707,0.000123,0.00108,0.0333,0.596,4,0.9082,0.344947294877065,0.505495071045257,0.0102979360755944
TRUE,0.341,0.659,"2",-5.419,"1",0.0357,0.442,0,0.096,0.269,4,0.9978,0.348956283144964,0.374230947379256,0.118719314376919
FALSE,0.621,0.82,"10",-4.865,"1",0.0367,0.332,0,0.104,0.452,4,0.9948,0.334361241798641,0.677959361271095,0.279021105732995
FALSE,0.809,0.947,"10",-2.868,"1",0.311,0.518,0,0.345,0.443,4,-0.9924,0.401150114822653,0.52577232767373,0.440358810954394
FALSE,0.528,0.886,"11",-6.249,"0",0.0329,0.0159,0,0.0758,0.8,4,0.9915,0.314230601072259,0.449154802397339,0.00502824956772668
FALSE,0.517,0.711,"6",-5.84,"0",0.0627,0.000763,7.15e-06,0.568,0.582,4,0.9749,0.306972298762588,0.509252024684542,0.1051161499627
FALSE,0.39,0.986,"2",-3.529,"1",0.0906,0.000303,0.00011,0.18,0.477,4,-0.9311,0.310686423038319,0.819235789779028,0.00314359570444649
TRUE,0.552,0.89,"0",-3.998,"1",0.0299,0.000191,0.926,0.267,0.505,4,0.9915,0.3382656477639,0.59866097119357,0.0142867056435523
TRUE,0.522,0.932,"11",-2.87,"1",0.255,0.119,0,0.177,0.33,4,0.9921,0.435043496070175,0.605758478878248,0.440358810954394
FALSE,0.423,0.844,"6",-2.932,"1",0.0372,0.113,0.000798,0.217,0.301,4,0.9949,0.370686161582563,0.692252628230021,0.000364324005482209
FALSE,0.574,0.478,"1",-11.291,"1",0.0677,0.247,0,0.191,0.487,4,0,0.29885119245613,0.420820915424096,0.0170017869225031
TRUE,0.492,0.383,"11",-7.735,"0",0.0277,0.752,0.000413,0.119,0.248,3,0.9771,0.31357260408481,0.618049284868787,0.0339312873359819
TRUE,0.603,0.859,"11",-3.772,"1",0.0415,0.026,0,0.225,0.702,4,-0.6789,0.312856505818117,0.575819815942022,0.0183318586885492
TRUE,0.702,0.795,"1",-4.764,"1",0.0568,0.329,0,0.0505,0.836,4,0.9977,0.359628035610274,0.392823891043666,0.0589163963151229
TRUE,0.749,0.925,"10",-5.034,"1",0.227,0.241,0,0.52,0.641,4,0.9817,0.38255770546428,0.406990834530287,0.440358810954394
TRUE,0.413,0.891,"0",-4.235,"0",0.0656,0.0207,2.24e-06,0.319,0.555,4,0.9841,0.41391351334078,0.828055039604748,0.151633964249984
TRUE,0.623,0.78,"7",-2.939,"1",0.0307,0.00342,2.07e-06,0.143,0.635,4,0.99,0.336794232867022,0.566401699284635,0.330123812332656
TRUE,0.388,0.695,"8",-2.4,"1",0.0348,0.0818,0,0.0698,0.778,4,0.9972,0.275167658503921,0.785853642560717,0.0920978315974931
TRUE,0.545,0.522,"2",-9.241,"1",0.0341,0.422,0,0.119,0.446,4,0.9388,0.389550194421406,0.77136387242265,0.049686854842907
FALSE,0.628,0.692,"2",-5.64,"1",0.202,0.00244,0.0129,0.668,0.0963,5,-0.9977,0.550354199923597,0.58430220317493,0.119737301188005
FALSE,0.477,0.917,"2",-3.399,"1",0.0814,0.0139,0,0.0756,0.267,4,0.8696,0.289072747159211,0.748681791173264,0.0167299896485719
FALSE,0.496,0.785,"7",-3.472,"1",0.306,0.0328,0,0.0941,0.357,4,-0.9685,0.462428081510285,0.795463583750123,0.440358810954394
TRUE,0.697,0.775,"10",-4.106,"1",0.0636,0.139,0,0.0737,0.822,4,0.9994,0.291164393212028,0.421148420722664,0.00444417457481075
TRUE,0.692,0.736,"1",-5.109,"1",0.11,0.0324,0,0.0787,0.217,4,0.9868,0.401712244699348,0.346159064644867,0.0741717411796002
FALSE,0.627,0.81,"2",-5.296,"0",0.0431,0.0125,3.09e-05,0.111,0.409,4,0.9544,0.340396512180207,0.561344081745323,0.118159527651036
FALSE,0.599,0.74,"6",-4.127,"0",0.0332,0.000504,5.22e-06,0.319,0.575,4,0.9943,0.284889455053577,0.655118206019547,0.0102617928210822
TRUE,0.619,0.776,"2",-4.862,"1",0.0421,0.14,0,0.104,0.51,4,0.9886,0.325483366330018,0.570865128639403,0.046714020526064
FALSE,0.769,0.824,"6",-2.778,"1",0.0621,0.0928,0,0.0275,0.938,4,0.1004,0.273889430360533,0.701890641302161,0.00248376445007315
FALSE,0.677,0.89,"6",-5.46,"0",0.159,0.0123,0,0.321,0.622,4,0.9961,0.281365612467373,0.449192231574318,0.00326156728717406
TRUE,0.553,0.619,"3",-7.101,"1",0.0308,0.479,0,0.123,0.376,4,0.9919,0.325115875738794,0.860440634985988,0.242873032120269
FALSE,0.592,0.794,"4",-3.052,"0",0.061,0.00632,4.6e-05,0.209,0.725,4,-0.3716,0.267082865496991,0.68803716717274,0.000440224839957669
FALSE,0.639,0.957,"1",-4.81,"1",0.169,0.162,0,0.188,0.566,4,0.9999,0.341247695921145,0.339323561199044,0.0139645143461871
FALSE,0.458,0.831,"0",-2.187,"1",0.0654,0.0031,0,0.337,0.572,4,0.9985,0.337296808932491,0.381454778536238,0.043122516958415
FALSE,0.315,0.418,"7",-9.146,"1",0.0299,0.131,0.000679,0.0836,0.237,4,-0.8712,0.352233195294377,0.604088201855552,0.0608382536350476
TRUE,0.751,0.699,"5",-6.58,"0",0.0387,0.112,7.24e-06,0.113,0.896,4,-0.976,0.42388659792317,0.453155045686989,0.13862528408598
FALSE,0.427,0.682,"8",-2.268,"0",0.037,0.0288,0,0.175,0.455,4,0.9963,0.355754132816619,0.888699663605272,0.402427670119071
FALSE,0.328,0.447,"5",-5.647,"1",0.0515,0.498,0,0.174,0.404,3,0.9993,0.451098332057526,0.843728507464782,0.0292777710310369
TRUE,0.459,0.718,"10",-5.596,"1",0.0319,0.0505,0,0.0951,0.34,4,0.9954,0.354088078634271,0.700819231111132,0.047845407658735
FALSE,0.8,0.692,"9",-5.57,"0",0.0614,0.342,1.92e-06,0.0554,0.917,4,-0.9333,0.266819957208408,0.524017835002831,0.0268923162332368
TRUE,0.792,0.808,"5",-4.156,"1",0.0963,0.335,0,0.269,0.709,4,0.9998,0.334953874846939,0.430734968676458,0.0941411302525789
FALSE,0.52,0.27,"8",-9.806,"1",0.0299,0.616,0,0.109,0.509,4,0.9935,0.241914843860075,0.518342636043362,0.0882835134713138
FALSE,0.648,0.938,"1",-3.298,"1",0.115,0.0339,1.28e-06,0.0564,0.849,4,0.9937,0.291184728659763,0.36725508451976,0.126079237579732
FALSE,0.422,0.254,"11",-9.302,"1",0.0291,0.911,0,0.275,0.0848,4,0.9902,0.194155592320754,0.518801143461357,0.0882835134713138
FALSE,0.566,0.783,"7",-5.41,"1",0.0944,0.241,0,0.46,0.53,4,-0.9336,0.30386969045091,0.748125032165699,0.00145729602192884
FALSE,0.763,0.794,"11",-6.078,"1",0.0364,0.122,2.86e-06,0.327,0.65,4,0.9988,0.353294996172578,0.467860033592686,0.0218854634721813
FALSE,0.798,0.895,"5",-7.811,"1",0.216,0.177,0,0.358,0.784,4,-0.0289,0.31357260408481,0.598712436311916,0.0472605065342873
FALSE,0.538,0.716,"7",-7.197,"1",0.0841,0.0144,2.66e-06,0.132,0.343,4,0.9857,0.367200084827868,0.701385347412942,0.0882835134713138
FALSE,0.672,0.555,"2",-6.074,"1",0.0283,0.589,0,0.174,0.597,4,0.9818,0.322868808763997,0.453725840635922,0.0882835134713138
FALSE,0.459,0.77,"9",-5.993,"1",0.0472,0.0765,0,0.0879,0.168,4,0.9942,0.403164776680471,0.517954308332203,0.0882835134713138
FALSE,0.652,0.888,"5",-5.235,"1",0.0689,0.00306,0,0.417,0.813,4,-0.9076,0.30998920768738,0.500657349920697,0.0882835134713138
FALSE,0.637,0.768,"5",-6.888,"1",0.0318,0.0335,7.77e-06,0.161,0.459,4,0.9942,0.327012882506141,0.678001469095197,0.0882835134713138
FALSE,0.212,0.218,"11",-12.431,"1",0.0358,0.908,1.55e-05,0.13,0.1,3,0.9874,0.450942911135546,0.358548122224977,0.0882835134713138
FALSE,0.596,0.74,"0",-5.552,"1",0.0486,0.00724,0,0.357,0.527,4,0.9987,0.266238944415959,0.416095481830474,0.0882835134713138
FALSE,0.606,0.719,"8",-6.77,"1",0.039,0.00864,0,0.0765,0.366,4,0.9988,0.31388199339679,0.509902356634556,0.0882835134713138
FALSE,0.599,0.587,"5",-5.919,"1",0.0423,0.274,0,0.167,0.373,4,-0.9925,0.407852097383554,0.411711589476787,0.119737301188005
FALSE,0.753,0.708,"7",-5.389,"1",0.265,0.0081,0,0.188,0.323,4,0.9639,0.260545019049957,0.493695523002569,0.0179921120961353
TRUE,0.654,0.866,"6",-4.332,"0",0.286,0.00155,5.38e-06,0.0928,0.669,4,0.9723,0.434790755505459,0.409498589387893,0.0490362762616887
FALSE,0.775,0.529,"3",-6.523,"1",0.0434,0.534,0,0.0907,0.796,4,0.9956,0.320119165723731,0.561381510922302,0.0882835134713138
TRUE,0.516,0.745,"9",-5.674,"1",0.0381,0.138,0,0.114,0.77,4,-0.9467,0.341558537765105,0.831774564067054,0.0510129508509568
FALSE,0.804,0.57,"8",-4.691,"1",0.0343,0.0158,2.83e-05,0.14,0.803,4,0,0.247239826102871,0.491253269204677,0.090525840981246
TRUE,0.503,0.648,"7",-6.243,"1",0.027,0.227,0.00124,0.378,0.39,4,0.7369,0.56917901439895,0.692168412581818,0.0869182622708758
TRUE,0.676,0.762,"1",-4.172,"1",0.0351,0.461,0,0.0574,0.81,4,-0.7967,0.301390218359133,0.55677304350674,0.0304061840901937
FALSE,0.591,0.91,"8",-4.593,"1",0.0882,0.00492,0,0.0525,0.655,4,0.3111,0.393713151079304,0.631729649054679,0.0315400496174598
TRUE,0.709,0.654,"5",-7.753,"1",0.0267,0.106,0,0.277,0.488,4,0.9618,0.301526756365358,0.561386189569424,0.0259638683113293
FALSE,0.522,0.797,"9",-3.854,"1",0.0272,0.0336,0,0.28,0.377,4,0.9974,0.288769167975156,0.748471252052756,0.00466247983206398
FALSE,0.429,0.757,"1",-2.912,"1",0.0306,0.14,0,0.144,0.538,4,0.9922,0.295212599843417,0.386067924598923,0.0579795631581687
FALSE,0.697,0.835,"6",-5.843,"1",0.0912,0.00578,0,0.314,0.832,4,0.9912,0.292521058082396,0.598951047315158,0.0427744574174633
FALSE,0.558,0.887,"6",-4.114,"0",0.0367,0.129,0,0.337,0.572,4,0.929,0.247957376901546,0.575506346584822,0.0882835134713138
FALSE,0.649,0.769,"5",-5.105,"0",0.036,0.0282,0,0.0357,0.652,4,0.9994,0.304722326723829,0.561381510922302,0.0882835134713138
FALSE,0.719,0.521,"10",-5.661,"1",0.0698,0.275,0,0.11,0.828,4,0.9988,0.22413585241113,0.376804203296575,0.0882835134713138
TRUE,0.75,0.818,"7",-4.601,"0",0.0551,0.146,0,0.686,0.652,4,0.9954,0.309814903849645,0.608051015968223,0.0428716827721008
FALSE,0.673,0.403,"8",-9.809,"0",0.0273,0.829,0.829,0.272,0.54,4,0.9981,0.377948821488177,0.659623743198417,0.0351948555137257
FALSE,0.71,0.68,"1",-4.676,"1",0.106,0.0078,0.0165,0.0493,0.571,4,0,0.282158694929066,0.608088445145202,0.090525840981246
FALSE,0.78,0.72,"11",-5.914,"0",0.0278,0.28,0.591,0.132,0.583,4,0.972,0.341770607434349,0.508498762497836,0.0351948555137257
FALSE,0.724,0.872,"8",-2.706,"0",0.14,0.082,0,0.316,0.783,4,-0.9883,0.315141338624423,0.444892554868834,0.0147146417769758
TRUE,0.66,0.867,"6",-4.285,"0",0.116,0.11,0,0.0368,0.377,4,0.9986,0.26215297195306,0.435268577738061,0.0190164119290089
TRUE,0.612,0.791,"6",-3.519,"1",0.0291,0.224,0,0.112,0.786,4,0.9944,0.300732221371684,0.626831105517529,0.0234844410517976
TRUE,0.703,0.81,"4",-4.874,"0",0.0424,0.000315,0,0.216,0.726,4,-0.9944,0.31403741431877,0.48179772337031,0.138640705207906
FALSE,0.528,0.807,"7",-6.816,"1",0.351,0.178,0,0.247,0.641,4,0.9957,0.384265883074081,0.393352578168497,0.0741717411796002
FALSE,0.802,0.553,"7",-9.277,"1",0.145,0.135,0,0.106,0.355,4,-0.9692,0.352674765016639,0.44426093750731,0.0292413386304887
TRUE,0.646,0.909,"4",-4.263,"0",0.114,0.0137,0,0.524,0.771,4,0.9984,0.330329013019044,0.613529711748551,0.0447728179594386
FALSE,0.581,0.888,"0",-3.198,"1",0.0587,0.0018,0,0.413,0.629,4,0.9794,0.277008016524004,0.561629479219789,0.00821116913308235
TRUE,0.717,0.792,"0",-2.703,"1",0.0393,0.199,0,0.423,0.513,4,0.9985,0.322752606205507,0.594071218366497,0.0941411302525789
TRUE,0.514,0.628,"4",-5.661,"0",0.0451,0.546,0,0.161,0.422,4,0.9969,0.334005371463266,0.606067269588326,0.0317713664463374
FALSE,0.902,0.816,"0",-3.077,"0",0.0312,0.124,8.94e-06,0.18,0.894,4,0.9926,0.232695623375888,0.44919691022144,2.60231432487292e-05
FALSE,0.408,0.925,"5",-4.88,"1",0.0533,0.00877,0.000454,0.12,0.361,4,0.7783,0.299493211591786,0.59140438950673,0.0478602780263057
FALSE,0.553,0.604,"1",-5.295,"0",0.0258,0.202,0,0.125,0.186,4,0.9793,0.439052484338074,0.626887249282997,0.330123812332656
FALSE,0.583,0.468,"4",-5.378,"1",0.0278,0.183,1.65e-06,0.111,0.126,3,-0.9595,0.586725600730914,0.558513500236272,0.330123812332656
FALSE,0.519,0.917,"11",-3.185,"0",0.0887,0.0167,2.06e-05,0.359,0.652,4,0.973,0.315450727936402,0.682530399509678,0.330123812332656
FALSE,0.359,0.329,"10",-9.531,"1",0.0293,0.581,3.75e-05,0.0979,0.208,3,0.9979,0.533292759273327,0.394681313951258,0.330123812332656
FALSE,0.535,0.618,"8",-3.913,"1",0.0273,0.0716,0.000388,0.169,0.228,4,0.9858,0.511581763751483,0.383532097858583,0.330123812332656
FALSE,0.671,0.726,"7",-8.689,"1",0.0272,0.389,0.882,0.14,0.581,4,0.9964,0.427374127209846,0.47723136377885,0.0351948555137257
FALSE,0.715,0.308,"2",-8.829,"1",0.0305,0.829,0,0.16,0.547,4,0.9971,0.421931489876578,0.584358346940399,0.330123812332656
FALSE,0.412,0.682,"7",-4.319,"1",0.0339,0.0426,7.47e-05,0.106,0.146,4,-0.9651,0.461847068717835,0.954252188437192,0.330123812332656
FALSE,0.395,0.817,"11",-5.754,"0",0.125,0.0435,7.38e-05,0.243,0.636,4,-0.1005,0.281152090266147,0.824358908378053,0.0882835134713138
FALSE,0.589,0.913,"0",-4.454,"1",0.0458,0.0133,0,0.109,0.805,4,-0.9838,0.368671499724745,0.617483168566977,0.0789243381929144
TRUE,0.546,0.776,"1",-7.359,"1",0.0352,0.403,0.00633,0.193,0.888,4,0.9979,0.28976996251015,0.794654177797948,0.0279280373345362
TRUE,0.855,0.954,"0",-1.19,"0",0.264,0.529,0,0.205,0.668,5,0.9511,0.360421118071967,0.536336712876105,0.440358810954394
TRUE,0.549,0.932,"8",-4.11,"0",0.343,0.0127,0,0.347,0.787,4,0.9852,0.284889455053577,0.385702990123376,0.0190164119290089
TRUE,0.628,0.917,"6",-3.489,"1",0.144,0.0108,2.25e-06,0.306,0.638,4,0.9996,0.347213244767617,0.44441533286235,0.0556644672291521
FALSE,0.676,0.769,"0",-3.513,"1",0.0464,0.0214,0,0.0797,0.781,4,0.999,0.285955613527721,0.467958285182257,0.0341336895612498
TRUE,0.71,0.871,"9",-5.037,"1",0.0503,0.0116,3e-06,0.108,0.829,4,0.7289,0.267188900331613,0.593987002718294,0.0268923162332368
